owneruserid,userid,NbrOfComments
65338,60269,1
65338,65338,1
65349,54096,5
65349,65349,4
65351,21,1
65351,65292,2
65371,55122,1
65371,65371,1
65371,71442,1
65398,60031,1
65398,65398,2
65409,56524,1
65410,65410,1
65414,65374,1
65414,65416,1
65417,35644,1
65434,21,1
65486,50519,1
65493,53812,1
65493,65493,2
65495,53812,3
65495,65495,3
65516,50833,1
65516,65516,2
65520,65520,4
65520,79124,3
65520,88255,1
65520,89294,2
65533,1029,1
65533,65533,1
65541,1330,1
65541,44456,1
65541,65541,1
65541,84383,1
65546,65546,1
65559,14006,1
65559,41771,1
65559,54009,3
65559,65559,5
65559,67483,1
65559,80273,1
65573,1029,1
65573,52291,1
65573,65573,2
65574,3070,1
65574,65574,4
65574,70342,2
65574,78131,9
65584,23240,1
65593,65593,2
65593,71335,3
65615,65615,1
65615,71113,1
65616,23240,1
65616,65616,2
65616,66036,1
65616,66737,2
65654,49217,3
65654,65654,2
65655,23787,1
65655,43497,1
65655,52520,1
65655,65133,1
65655,65655,7
65655,71246,3
65655,78409,3
65655,83701,1
65668,8820,2
65698,54265,1
65698,62528,2
65698,65698,3
65699,65699,4
65699,71218,4
65710,303,1
65710,64876,4
65710,65710,10
65710,79102,1
65710,85398,1
65710,87575,1
65710,87865,1
65710,88138,2
65710,88342,2
65716,61645,1
65716,73441,1
65719,40853,3
65719,65719,3
65721,21,1
65721,65721,1
65733,10620,1
65733,65733,1
65739,76003,1
65765,25849,1
65765,65193,1
65767,156,3
65767,16212,3
65767,42499,1
65767,47007,2
65767,65767,25
65767,69770,5
65767,69822,1
65767,71140,1
65767,71246,2
65767,73930,1
65767,75260,1
65767,76811,2
65767,77305,1
65767,78372,2
65767,78714,1
65767,78739,1
65767,78872,1
65767,79038,2
65767,79085,3
65767,79088,1
65767,79540,1
65767,80506,3
65767,80647,1
65776,10372,1
65776,23240,2
65776,23305,2
65776,45374,1
65776,52291,1
65776,54096,1
65776,55122,2
65776,63906,2
65776,65776,19
65776,67328,2
65776,86339,1
65806,1029,1
65806,65806,1
65819,65829,1
65834,50866,1
65842,33202,1
65844,,1
65848,21,1
65848,600,1
65848,45264,2
65848,65848,1
65857,28175,1
65857,34153,1
65857,38339,1
65879,28175,1
65895,45726,1
65902,53357,2
65902,65902,2
65908,8065,1
65908,61846,1
65916,14006,1
65916,65916,2
65919,89549,1
65949,65949,1
66002,67239,1
66019,47688,1
66019,66019,1
66022,35644,1
66022,66022,1
66029,53760,1
66029,55122,2
66031,10814,1
66040,67915,1
66041,50866,1
66056,924,1
66059,50833,1
66059,66059,1
66068,60503,2
66068,65131,1
66068,66068,1
66084,26917,1
66084,66084,1
66084,77938,1
66104,66104,11
66104,67605,1
66104,67743,8
66104,67986,2
66104,68232,1
66117,20492,1
66117,35644,3
66117,55122,3
66117,61645,1
66117,66117,10
66117,68023,3
66117,68037,1
66117,71218,2
66117,73998,1
66127,61413,1
66131,49050,1
66134,32440,10
66134,66134,6
66134,67743,3
66152,66152,1
66152,71442,1
66155,45374,2
66155,63871,1
66155,66155,2
66172,50833,1
66177,16195,1
66177,49590,1
66177,56760,1
66177,66177,3
66177,69670,1
66192,17397,1
66192,66192,1
66199,21,1
66199,303,1
66199,52291,1
66210,53476,1
66220,87657,1
66252,3003,1
66252,22039,1
66252,24703,1
66252,35596,1
66252,37184,1
66252,66252,2
66252,67328,1
66305,61418,1
66310,7714,1
66310,66310,1
66315,52719,1
66315,66315,1
66317,23240,1
66336,61998,2
66336,66315,2
66336,66336,1
66345,66345,1
66345,66353,2
66366,79984,1
66372,8820,1
66372,56922,1
66372,66372,2
66379,33183,1
66379,66379,1
66380,66099,1
66386,23305,1
66386,44456,3
66386,65616,2
66386,66386,4
66386,76154,1
66387,6550,1
66387,28175,1
66387,64377,1
66387,66387,1
66437,41771,1
66437,66437,1
66439,17640,1
66439,66439,1
66441,23204,1
66455,43605,2
66455,66455,1
66457,45507,1
66457,66457,2
66457,77812,1
66457,78808,2
66470,66470,1
66472,289,1
66472,66472,1
66479,5091,1
66479,66366,1
66483,71246,1
66484,66481,1
66485,40250,1
66504,61645,1
66505,8560,1
66508,55122,1
66508,66508,3
66508,88656,2
66525,35596,1
66532,35596,4
66532,41771,1
66532,66532,4
66534,35596,3
66534,66534,1
66538,35596,1
66538,66538,1
66539,23240,1
66539,41525,1
66539,66539,1
66539,67483,1
66565,29169,1
66565,55122,1
66565,66565,1
66571,50833,1
66572,50833,1
66577,66577,1
66581,23240,1
66581,35644,1
66593,51659,1
66596,66596,1
66604,50406,1
66604,66604,1
66605,23240,1
66605,66605,1
66621,41771,4
66621,66621,4
66626,924,1
66632,66669,1
66656,66602,1
66656,66656,1
66663,23240,1
66663,27432,1
66663,49590,1
66663,66663,1
66665,70066,1
66675,53812,1
66679,37475,1
66679,66679,1
66707,201,1
66707,66707,1
66723,13012,1
66723,41525,2
66723,66723,2
66737,33202,2
66737,41525,1
66737,41771,2
66737,53812,1
66737,54828,1
66737,65228,1
66737,66737,6
66737,67120,1
66737,67328,1
66738,924,2
66738,66738,1
66743,23240,1
66745,24818,2
66745,33603,1
66745,53479,2
66745,66745,4
66753,61177,1
66753,66753,1
66758,29960,2
66758,66758,2
66759,201,1
66759,15394,1
66759,32697,1
66759,41525,1
66759,52089,1
66759,56922,1
66759,63378,1
66759,66737,3
66759,66759,7
66759,66974,1
66759,67122,1
66759,71297,1
66763,66763,2
66763,66974,2
66764,55010,1
66764,66764,1
66770,50833,1
66770,65228,1
66770,66770,2
66782,63544,2
66782,66782,4
66782,68790,1
66782,69020,1
66788,60503,1
66788,62073,1
66788,62752,5
66788,64950,1
66788,66788,37
66788,67200,6
66788,70066,1
66788,70342,5
66788,76066,3
66788,77566,3
66788,79336,1
66788,79595,2
66788,83217,3
66788,83540,2
66788,84229,1
66788,84924,3
66788,85084,2
66788,85110,5
66788,85147,1
66788,85222,3
66788,85272,1
66788,85322,1
66788,85375,1
66788,85388,2
66788,85524,3
66788,86020,1
66793,35644,1
66793,66793,1
66807,66807,1
66814,14006,1
66821,924,1
66864,60240,1
66864,66864,1
66880,836,3
66880,25157,1
66880,66880,1
66896,1426,1
66896,23240,1
66901,66901,1
66901,83922,1
66902,23240,1
66902,50406,1
66902,66902,1
66920,71219,1
66921,50833,1
66931,47883,1
66931,66931,1
66933,29587,1
66969,2968,1
66969,53357,1
66969,66969,1
66974,1156,1
66974,53357,1
66974,64760,1
66974,66974,3
66974,70066,1
66974,70105,1
66993,45264,1
66993,66993,1
67012,41771,1
67025,17484,1
67025,66759,1
67025,67328,1
67050,2459,1
67050,15518,1
67050,67050,5
67050,84891,1
67055,35644,1
67055,53812,1
67064,50833,1
67064,67064,1
67082,10372,1
67096,51714,2
67096,67096,2
67097,67097,1
67097,67157,1
67106,54944,1
67106,62616,1
67110,55122,1
67110,67110,1
67110,71442,1
67116,63906,1
67116,67116,1
67120,60818,1
67122,52719,1
67122,66759,1
67122,67122,2
67125,23305,1
67125,67125,1
67125,67412,1
67135,303,1
67135,35644,3
67135,67135,2
67137,45264,1
67137,67137,1
67161,67161,2
67161,67328,1
67161,68023,2
67172,29169,1
67175,67175,6
67175,80425,2
67175,80946,2
67183,67183,1
67183,67253,1
67183,68023,1
67195,41771,1
67195,67195,2
67200,29157,1
67200,45264,2
67200,64377,1
67200,67200,2
67203,59488,1
67203,67203,1
67210,67210,2
67210,75152,3
67217,23305,1
67243,45264,1
67243,67243,1
67243,67483,1
67246,32697,1
67246,67246,1
67261,64377,1
67275,67275,1
67275,71442,1
67294,67294,1
67302,201,1
67302,41000,1
67302,67302,1
67307,55122,5
67307,67307,6
67316,73851,2
67328,177,2
67328,10372,1
67328,14582,2
67328,14904,2
67328,16928,1
67328,17696,2
67328,22074,1
67328,23305,2
67328,24792,1
67328,25915,1
67328,27605,1
67328,28175,1
67328,35476,1
67328,35644,1
67328,39322,2
67328,42226,1
67328,45603,1
67328,45610,3
67328,46921,1
67328,47279,4
67328,47832,3
67328,49032,8
67328,51209,2
67328,52291,8
67328,53812,1
67328,54503,1
67328,55122,5
67328,56408,3
67328,57233,3
67328,57410,2
67328,58488,3
67328,59437,1
67328,60974,1
67328,61522,4
67328,64596,1
67328,64795,1
67328,66117,1
67328,66252,2
67328,66295,1
67328,66736,3
67328,66966,1
67328,67135,1
67328,67328,65
67328,67418,1
67328,67605,2
67328,68980,3
67328,69151,1
67328,69408,1
67328,69471,3
67328,69501,1
67328,69646,3
67328,69670,1
67328,69806,1
67328,69818,2
67328,69994,4
67328,70066,1
67328,70121,2
67328,70243,1
67328,70316,1
67328,70881,5
67328,71146,1
67328,71171,1
67328,71219,1
67328,71441,1
67328,71581,1
67328,73031,1
67328,73566,1
67328,73584,1
67328,73585,1
67328,73796,2
67328,76125,2
67328,79243,1
67328,84461,1
67336,50833,1
67347,836,1
67347,67347,1
67349,18465,2
67349,67349,2
67353,63031,1
67356,53357,1
67361,27983,1
67361,41525,2
67361,53357,1
67361,67361,3
67361,87317,1
67362,41525,1
67366,59855,1
67366,60105,5
67366,67366,6
67366,71231,1
67366,85398,1
67379,201,1
67384,68023,1
67396,63906,4
67396,67396,2
67397,20492,2
67397,67397,2
67398,67397,1
67412,37243,2
67412,54754,1
67412,55122,1
67412,59363,1
67412,61756,3
67412,65323,1
67412,65776,1
67412,67125,1
67412,67412,18
67412,68404,1
67412,68934,1
67412,69957,1
67412,71423,2
67412,71952,1
67412,74855,1
67412,75952,1
67412,78104,1
67412,78170,1
67412,78409,6
67412,78910,1
67420,56922,1
67420,67420,1
67420,69670,1
67423,52089,1
67423,67423,1
67437,108,1
67437,23305,1
67437,35644,1
67437,54205,1
67437,55122,1
67437,58433,1
67437,63096,1
67437,64377,2
67437,65131,1
67437,67437,4
67437,68154,1
67437,71218,1
67437,71219,1
67437,74118,1
67437,79262,2
67437,84891,1
67437,86339,2
67472,67471,2
67472,67472,1
67474,50363,1
67474,63906,1
67483,21,1
67483,2647,1
67483,29169,1
67483,40077,4
67483,49590,2
67483,65559,1
67483,67483,7
67483,67485,1
67483,67642,2
67494,67494,1
67495,31086,1
67498,67483,1
67498,67498,1
67503,67483,1
67504,67504,2
67504,68089,2
67514,23240,1
67514,50833,1
67527,23240,1
67527,53812,1
67536,50406,2
67536,51714,1
67537,836,10
67537,18626,1
67537,35644,1
67537,43000,3
67537,45177,2
67537,49590,3
67537,53357,2
67537,56922,2
67537,67537,24
67537,71442,1
67537,75152,2
67537,84626,1
67537,87725,2
67537,87869,1
67561,201,1
67561,10882,1
67561,67561,1
67598,10640,3
67598,52291,1
67598,67598,4
67602,8501,1
67602,23240,1
67602,67602,1
67602,80063,1
67604,55122,1
67605,21,1
67605,28175,3
67605,35644,1
67605,52291,4
67605,52300,1
67605,55122,1
67605,56922,1
67605,60954,3
67605,66104,2
67605,67605,15
67605,68023,4
67611,26917,1
67611,55122,2
67611,67611,2
67633,67633,1
67641,67483,2
67641,67641,1
67642,67483,1
67642,67642,1
67679,201,1
67679,67483,1
67679,67679,1
67681,67681,1
67681,70141,1
67681,70215,2
67694,21,2
67694,52089,1
67694,67694,2
67712,77900,1
67733,56289,1
67751,38083,1
67751,67751,1
67753,201,1
67753,53994,1
67755,41771,1
67755,67755,2
67755,70838,1
67757,201,1
67774,67483,4
67774,67774,3
67791,23305,1
67791,44456,1
67791,67791,2
67796,8878,1
67796,55122,1
67796,67796,1
67820,21,2
67820,8560,1
67820,67820,3
67870,29587,1
67882,11097,1
67882,29587,1
67882,35644,1
67887,67200,1
67887,68306,1
67902,67483,1
67908,53812,2
67908,67908,2
67911,35644,1
67917,87688,1
67931,55122,1
67931,67483,1
67942,10640,1
67942,54395,2
67945,23305,1
67952,55122,1
67966,8878,1
67971,65131,1
67986,41771,1
67986,67986,1
67993,64596,1
67993,67993,2
67993,69670,1
67993,83406,2
68006,23240,1
68006,35644,1
68006,53812,1
68006,68006,2
68009,61445,1
68011,32288,1
68021,68023,1
68023,836,1
68023,35644,1
68023,41699,1
68023,42220,1
68023,46272,1
68023,52974,1
68023,53079,1
68023,55122,2
68023,59901,1
68023,61261,1
68023,61484,1
68023,64981,1
68023,66117,3
68023,67602,1
68023,67605,1
68023,68023,13
68023,68795,1
68023,69481,1
68023,71246,1
68023,71675,1
68023,73251,1
68023,76125,1
68023,79040,2
68023,80406,6
68023,83229,1
68023,83473,2
68023,89474,5
68025,108,1
68025,58433,1
68025,68025,9
68025,71442,2
68025,77715,1
68025,78867,5
68025,79203,1
68025,79382,1
68028,53812,1
68028,68028,1
68034,45374,2
68034,68034,2
68034,68154,1
68037,67483,1
68068,16111,4
68068,26562,1
68068,68068,5
68068,88255,1
68075,41771,1
68075,68075,1
68089,1156,1
68100,68042,2
68100,68100,1
68106,47562,1
68121,68121,1
68133,8065,1
68133,41771,1
68133,45264,1
68133,53357,1
68133,55122,1
68133,64339,1
68133,68133,4
68136,10814,1
68136,53479,1
68136,64377,1
68136,68136,3
68136,68154,3
68136,84833,1
68154,16111,4
68154,23240,2
68154,39963,1
68154,40044,1
68154,65019,1
68154,66386,1
68154,68034,1
68154,68154,12
68154,84229,2
68171,64377,2
68171,68171,1
68171,68260,1
68182,45264,1
68182,68182,1
68208,,3
68208,68208,2
68208,68346,1
68210,41771,1
68210,68210,1
68230,10870,1
68230,37776,1
68230,45603,1
68230,55122,1
68230,57917,1
68230,59488,1
68230,60105,1
68230,61756,4
68230,62386,1
68230,65776,1
68230,68051,4
68230,68230,23
68230,68783,1
68230,68984,1
68230,69038,4
68230,69152,7
68230,69481,2
68230,71219,1
68230,77159,1
68230,77643,1
68230,80221,3
68230,80983,1
68230,82041,1
68230,84229,2
68232,18703,1
68232,36977,1
68232,68232,1
68234,23240,1
68234,32697,1
68235,50866,1
68243,29587,1
68243,68243,2
68247,10372,1
68247,23240,2
68247,35644,1
68247,64596,1
68247,68247,3
68249,65131,1
68249,68023,2
68249,84891,1
68254,18150,1
68254,23240,3
68254,38892,1
68254,68254,2
68260,14582,1
68260,41692,1
68260,68260,1
68260,76137,1
68261,37184,1
68261,68261,2
68276,17613,1
68280,52300,1
68280,68280,1
68283,1029,1
68292,14588,1
68292,23240,1
68292,31086,1
68294,26562,1
68294,68294,2
68304,54252,1
68306,52300,1
68308,68308,1
68308,79934,1
68313,70066,1
68313,76754,1
68313,76883,1
68313,80270,2
68325,68325,2
68325,68448,1
68333,4683,1
68333,68333,1
68353,52300,1
68353,68089,1
68353,68208,1
68353,68306,1
68353,68353,2
68353,68370,1
68367,35644,1
68367,52291,1
68367,55122,1
68367,68367,1
68370,11097,1
68370,68370,1
68373,35644,2
68373,68367,1
68373,68373,2
68377,23240,1
68377,53479,1
68377,68377,2
68389,87433,1
68396,11121,1
68421,14588,1
68421,76221,1
68433,68433,1
68454,68457,1
68457,27983,1
68457,49466,1
68491,201,1
68491,29169,1
68491,54252,1
68495,68023,1
68495,90226,1
68507,50954,1
68507,55010,1
68517,924,1
68517,28175,2
68517,33603,1
68517,68517,3
68519,68519,1
68545,70674,1
68559,65323,1
68559,68559,1
68564,55122,1
68573,63906,1
68573,68573,1
68589,39513,1
68589,71218,1
68591,53479,1
68593,85398,1
68594,68594,1
68630,50954,1
68639,68639,1
68659,64596,1
68659,68659,3
68659,69725,2
68669,68669,1
68669,71442,1
68674,924,1
68686,31566,1
68686,74118,1
68686,83783,1
68686,84229,1
68692,69534,1
68705,28175,1
68705,31015,1
68740,68230,1
68742,29587,1
68742,59568,1
68742,68023,1
68742,68742,3
68742,71218,1
68772,57453,1
68778,58905,1
68783,61756,3
68790,23240,1
68790,44389,1
68790,68790,1
68792,32697,1
68792,68792,2
68795,10587,1
68795,68795,1
68801,50406,1
68801,67328,1
68809,23240,1
68809,29169,2
68809,68809,2
68818,68023,1
68818,68817,1
68827,59087,1
68827,69847,1
68827,89447,1
68850,64377,1
68851,29169,1
68864,64377,1
68864,68023,1
68864,68025,1
68866,68988,1
68869,60240,1
68869,68869,1
68877,303,1
68884,8560,1
68884,17208,1
68887,56329,1
68888,28175,5
68888,45166,1
68888,68888,5
68896,56329,1
68934,55122,1
68934,68934,1
68934,70066,1
68939,46563,1
68939,55122,1
68939,62630,3
68939,68939,2
68949,50406,1
68949,54096,1
68954,68954,2
68963,50406,1
68963,68963,1
68966,924,2
68966,68966,1
68975,68023,1
68975,68975,1
68975,76025,1
68980,67328,1
68980,68980,1
68983,33501,1
68983,68983,1
68983,77192,2
69002,67328,3
69002,68136,1
69002,69002,1
69002,69077,1
69002,86514,1
69010,69010,1
69010,69089,2
69019,85398,1
69020,55122,1
69020,69020,1
69023,31086,1
69023,69023,1
69027,41771,1
69028,56329,1
69060,41777,1
69075,32697,1
69075,68023,1
69082,55007,1
69082,69082,1
69089,68034,1
69109,69109,1
69109,71765,1
69118,55122,2
69121,60503,2
69121,69121,1
69124,29587,1
69124,69124,1
69133,41771,1
69133,69133,1
69148,23240,1
69148,68023,1
69148,69148,1
69154,64377,2
69154,69154,2
69169,69169,1
69174,66572,1
69174,68786,1
69174,69174,1
69212,35644,1
69212,42044,1
69212,60240,1
69212,69212,3
69212,70066,1
69213,67328,1
69213,69213,1
69248,28175,6
69248,33202,1
69248,34269,1
69248,45166,1
69248,64596,1
69248,67328,2
69248,68230,3
69248,69248,13
69249,55122,2
69249,69249,2
69257,14518,1
69257,29169,1
69257,69257,1
69263,69263,2
69263,71952,2
69263,76031,2
69272,62069,1
69275,23305,1
69275,69275,2
69277,64760,1
69277,69277,1
69294,41771,1
69294,69294,1
69296,8752,1
69296,39830,1
69296,60292,1
69296,69296,3
69296,71442,1
69307,70177,1
69343,43514,2
69343,69343,2
69346,58050,1
69369,53479,3
69369,69369,2
69376,64596,1
69376,69376,1
69377,49697,1
69377,69377,1
69384,49590,1
69384,69384,1
69391,29587,1
69391,64596,1
69391,67328,2
69391,69391,5
69391,86783,1
69397,41591,1
69398,45166,1
69405,64760,1
69405,69405,1
69437,29587,1
69452,924,6
69452,69452,4
69457,38086,1
69470,38887,1
69470,69470,2
69470,69783,1
69470,77057,2
69471,55122,1
69471,64760,1
69471,69471,2
69471,73441,1
69481,21,2
69481,41771,2
69481,67328,1
69481,69481,3
69484,23305,1
69484,41771,1
69484,42246,1
69484,54096,3
69484,67328,1
69484,69484,7
69484,70066,1
69484,79133,1
69488,55122,1
69488,67328,1
69488,68023,1
69498,55122,1
69501,67328,1
69501,69501,2
69515,68230,2
69515,69515,2
69527,52533,1
69527,67349,2
69527,69527,1
69527,73227,1
69527,73316,1
69527,75353,1
69528,53357,1
69528,69528,1
69538,64596,3
69538,69538,4
69543,29587,1
69543,35644,3
69543,41771,2
69543,45166,1
69543,69543,3
69544,41771,1
69544,64596,4
69544,69544,4
69553,21378,1
69557,836,6
69557,69557,9
69569,15547,1
69569,49496,6
69569,69569,4
69569,69614,1
69577,69577,1
69606,836,2
69606,69606,1
69609,44456,1
69611,23240,1
69626,10814,1
69626,69626,1
69630,69630,2
69634,31434,1
69634,68975,1
69634,69633,1
69634,69634,1
69644,26394,1
69644,67328,1
69644,74421,1
69646,2459,1
69646,42519,2
69646,69169,2
69646,69646,7
69646,70066,1
69653,35644,1
69670,10372,4
69670,30668,1
69670,38194,2
69670,41591,3
69670,47403,3
69670,59901,1
69670,66036,1
69670,67328,2
69670,69670,17
69670,69822,1
69670,69941,1
69670,73164,1
69670,73654,2
69670,73912,1
69670,74421,1
69670,74477,3
69670,77241,1
69685,836,1
69685,69685,1
69686,64760,1
69686,69686,1
69689,18703,2
69689,29033,2
69689,39920,1
69689,69670,1
69689,69689,4
69689,70795,1
69694,303,1
69694,29169,1
69742,44083,1
69742,69742,1
69757,67328,1
69757,69757,1
69757,69767,1
69758,26917,1
69758,69758,1
69770,924,3
69770,64377,1
69770,69770,2
69775,37330,1
69775,52291,1
69776,67328,2
69777,29169,1
69777,52291,1
69777,69777,1
69797,65776,1
69800,69799,1
69800,69800,1
69806,41771,1
69806,69806,1
69818,35644,2
69822,17020,1
69822,30698,1
69822,33603,1
69822,37184,1
69822,40329,2
69822,45374,1
69822,45610,2
69822,52089,1
69822,55122,8
69822,59315,1
69822,60113,1
69822,60710,2
69822,60902,1
69822,64109,1
69822,64377,1
69822,65776,3
69822,67681,1
69822,69822,52
69822,71442,2
69822,73907,1
69822,73912,1
69822,74140,1
69822,74267,1
69822,74710,1
69822,76356,5
69822,77132,1
69822,77428,2
69822,78372,2
69822,78567,5
69822,79227,1
69822,79542,1
69822,80072,5
69822,82324,1
69822,83193,1
69822,83486,6
69822,84513,1
69822,87015,1
69826,45264,1
69826,68023,1
69826,71218,1
69843,69843,2
69845,201,1
69845,56922,1
69845,69845,2
69847,65131,1
69865,68023,1
69865,69865,1
69895,64596,1
69902,26917,1
69903,21825,1
69903,58685,1
69939,23305,1
69939,69939,1
69941,29781,1
69941,37330,1
69941,69941,1
69942,10814,1
69942,69942,1
69949,54096,1
69951,23305,1
69951,69951,1
69963,18703,1
69963,29169,1
69963,38083,1
69963,47250,1
69963,64377,1
69963,68025,1
69972,33202,2
69972,69972,2
69972,75157,1
69972,84626,1
69982,41771,2
69982,69670,1
69982,69982,3
70000,58905,1
70000,70000,1
70001,54096,1
70031,70031,2
70031,85398,4
70053,50406,1
70055,28175,1
70055,41771,1
70055,70055,1
70066,8820,1
70066,30838,1
70066,54040,1
70066,54252,1
70066,60503,1
70066,61849,2
70066,63652,2
70066,66387,2
70066,68023,1
70066,70066,28
70066,70259,2
70066,70888,3
70066,71198,1
70066,71262,2
70066,71293,2
70066,71384,1
70066,71418,1
70066,71521,1
70066,71613,1
70066,71828,1
70066,77217,1
70066,80071,1
70066,83791,1
70066,84229,1
70066,84373,1
70073,65767,1
70076,68023,1
70082,35644,1
70085,65153,1
70085,67328,1
70105,76412,1
70108,28175,1
70109,67328,1
70117,41771,1
70118,18540,1
70118,55122,1
70118,70118,1
70118,77956,1
70121,18703,1
70123,26394,1
70123,70123,1
70132,65131,1
70132,70132,1
70132,75897,2
70145,70066,1
70147,41771,1
70147,70147,1
70152,33603,1
70152,70152,1
70158,8752,1
70158,42044,1
70158,59916,1
70158,70066,1
70158,70158,2
70169,82397,1
70173,52291,1
70173,70173,1
70220,40853,4
70220,41771,1
70220,70220,4
70227,23305,1
70234,28175,2
70234,55122,1
70234,56922,1
70234,70234,2
70237,56922,1
70237,70237,1
70241,28175,1
70241,70241,1
70243,24409,2
70243,60221,1
70243,67328,1
70243,70243,5
70259,28175,2
70259,70066,1
70259,70259,2
70267,31086,1
70267,67328,1
70285,70285,1
70297,70297,3
70297,74735,2
70297,75428,1
70299,50406,1
70299,70299,1
70307,70307,2
70307,70843,3
70321,924,3
70321,70321,1
70325,67328,1
70342,1330,1
70342,59252,2
70342,70342,3
70342,80885,1
70346,70066,1
70346,70346,1
70363,29575,1
70363,56922,1
70363,68023,1
70402,73274,1
70420,54096,2
70420,67328,1
70420,70420,1
70435,41000,1
70478,67328,1
70478,70478,1
70478,80660,1
70478,82659,1
70501,67328,2
70501,70501,1
70509,69527,1
70509,71442,1
70515,924,4
70515,70515,6
70525,41771,1
70525,70525,1
70530,70066,1
70542,69670,1
70542,70542,1
70546,42044,1
70546,67328,1
70546,70546,1
70548,70548,2
70548,70898,1
70555,45264,2
70555,70555,1
70558,836,2
70558,70558,2
70587,51714,1
70603,27432,1
70603,29217,1
70603,70603,3
70607,27432,1
70607,70607,1
70611,68232,1
70614,8284,1
70614,64377,1
70614,67328,2
70614,70614,3
70623,70406,1
70630,23305,1
70630,24478,1
70637,27432,1
70637,70637,1
70642,70642,2
70642,71219,4
70657,10814,1
70657,70657,1
70662,201,1
70662,27432,1
70666,29169,1
70674,18703,1
70674,70674,1
70674,73441,1
70679,55122,1
70680,303,1
70680,67328,1
70680,69670,1
70680,70680,1
70688,57691,2
70688,67328,1
70688,70688,2
70688,73232,1
70698,836,2
70702,35644,1
70708,70708,1
70708,70838,2
70717,86343,1
70718,29587,1
70718,67412,1
70718,70718,2
70725,23334,3
70725,70725,2
70749,23910,1
70749,70749,1
70749,71442,1
70759,55122,1
70759,61445,1
70759,69527,1
70759,73998,1
70767,6550,1
70771,70771,1
70771,73286,1
70774,201,1
70774,54096,5
70774,70774,3
70776,54096,2
70776,67328,1
70779,41771,1
70779,70066,1
70779,70779,1
70783,13012,1
70783,23305,2
70783,28175,3
70783,70783,4
70785,70776,2
70791,21,1
70791,70791,1
70803,29169,1
70808,70854,1
70814,68023,1
70820,67328,1
70830,14779,2
70830,70830,1
70832,38091,1
70832,58771,1
70838,66194,2
70838,70838,5
70838,71581,3
70838,71602,3
70845,70846,1
70845,70884,1
70862,55122,1
70862,70862,1
70863,25503,1
70863,70863,1
70875,201,1
70881,67328,1
70886,32697,1
70886,70886,1
70886,75152,1
70886,79934,1
70891,70891,1
70891,71633,2
70898,70548,1
70898,70898,3
70898,74421,3
70900,47485,3
70900,70900,2
70927,67328,1
70936,67328,1
70936,70936,1
70946,924,1
70950,67328,4
70950,70950,3
70984,35644,1
70987,35644,1
70987,67412,1
70987,70987,1
70991,28175,2
70991,35644,2
70991,52291,1
70991,70991,3
70994,12359,1
70994,56922,1
70994,70066,2
70994,70307,1
70994,70994,2
71000,836,2
71000,28175,1
71006,29587,1
71006,61156,1
71006,62973,1
71006,63365,1
71006,67366,1
71006,70994,1
71006,71006,3
71006,71538,1
71006,76071,1
71006,76306,3
71006,76811,1
71010,18150,1
71010,29587,2
71010,67328,3
71010,71010,3
71031,28175,1
71031,41771,1
71031,71031,1
71033,,1
71033,71033,1
71033,71283,2
71036,59171,2
71036,68023,1
71036,71036,1
71043,54096,1
71047,28175,1
71047,71047,1
71059,67328,2
71059,71059,1
71065,70066,1
71070,26917,1
71070,29575,1
71070,70066,2
71073,29575,1
71082,924,1
71086,836,1
71086,35644,3
71086,71086,2
71093,41771,2
71093,71093,2
71104,31086,1
71104,71104,1
71113,60503,1
71113,64876,8
71113,71113,8
71113,86832,1
71113,86893,6
71118,201,1
71127,70297,1
71127,87074,1
71135,60105,1
71135,71135,1
71136,71136,1
71136,89097,1
71140,83860,1
71140,85232,1
71140,85421,1
71140,90224,1
71147,47488,1
71147,50406,1
71147,68559,1
71147,71147,1
71164,201,1
71166,51209,1
71179,51209,2
71179,71179,1
71179,83406,1
71197,303,1
71197,64109,1
71197,80221,1
71207,70066,1
71210,67328,1
71210,71210,1
71212,18703,1
71212,70066,1
71212,71212,1
71213,32144,2
71213,71213,3
71216,70066,1
71218,201,1
71218,303,1
71218,5268,1
71218,7916,1
71218,13416,1
71218,17539,2
71218,21304,3
71218,21960,1
71218,23305,1
71218,23334,5
71218,25997,1
71218,29575,3
71218,37572,1
71218,45374,1
71218,45506,1
71218,45603,1
71218,45610,2
71218,50146,1
71218,52816,1
71218,53648,1
71218,54096,1
71218,54835,2
71218,55122,6
71218,57019,1
71218,57429,3
71218,62496,1
71218,64138,2
71218,64760,1
71218,65027,1
71218,65153,1
71218,66117,2
71218,66974,2
71218,67240,2
71218,67328,2
71218,68023,1
71218,69822,1
71218,69963,1
71218,70674,3
71218,71065,1
71218,71218,32
71218,71231,1
71218,71301,1
71218,71348,1
71218,71349,2
71218,71357,1
71218,71361,2
71218,71442,1
71218,71861,1
71218,71907,2
71218,73127,3
71218,73267,1
71218,73399,1
71218,73428,1
71218,74036,1
71218,75492,1
71218,78674,1
71218,85421,1
71219,3314,1
71219,23305,1
71219,49941,1
71219,50444,1
71219,54115,1
71219,60379,8
71219,64137,2
71219,66987,1
71219,71219,26
71219,71425,3
71219,73938,1
71219,74081,1
71219,74631,1
71219,74855,1
71219,75257,1
71219,75273,1
71219,77704,1
71219,78627,2
71219,79504,1
71219,83473,2
71222,55122,1
71231,35644,1
71231,38083,1
71231,45264,1
71231,67203,1
71231,71231,2
71231,88527,1
